idx,farm_id,cycle_id,outer_fold,selected_config,actual_harvest_health,severe_event,forecast_harvest_health,phri_day60,pi_1,mu_1,sigma_1,pi_2,mu_2,sigma_2,pi_3,mu_3,sigma_3
54,FARM_01,FARM_01_C055,5,H64_K2_D10,0.7634459733963013,1,0.7751634120941162,0.6227697119105576,0.6344019174575806,0.778160810470581,0.031285885721445084,0.3655981123447418,0.7699622511863708,0.04175123572349548,,,
55,FARM_01,FARM_01_C056,5,H64_K2_D10,0.7661283612251282,1,0.7950201630592346,0.3920062787742284,0.5837612748146057,0.7990110516548157,0.029782108962535858,0.4162387251853943,0.7894231081008911,0.038008153438568115,,,
56,FARM_01,FARM_01_C057,5,H64_K2_D10,0.7954355478286743,0,0.792526125907898,0.4236503641664454,0.5732000470161438,0.7982490658760071,0.03139482066035271,0.4267999529838562,0.7848401665687561,0.03780313581228256,,,
57,FARM_01,FARM_01_C058,5,H64_K2_D10,0.7660295367240906,1,0.7868647575378418,0.4889692038998382,0.5994318127632141,0.7906956672668457,0.03055701032280922,0.40056824684143066,0.7811318635940552,0.03902578353881836,,,
58,FARM_01,FARM_01_C059,5,H64_K2_D10,0.7795140743255615,1,0.7759639024734497,0.6099439015044622,0.6238529682159424,0.7806070446968079,0.03182709217071533,0.37614700198173523,0.7682632207870483,0.041197121143341064,,,
59,FARM_01,FARM_01_C060,5,H64_K2_D10,0.7923285365104675,0,0.7910982966423035,0.4397994562948577,0.5852740406990051,0.7949296236038208,0.03061247617006302,0.41472598910331726,0.7856913208961487,0.03822745010256767,,,
60,FARM_01,FARM_01_C061,5,H64_K2_D10,0.7842465043067932,1,0.7816572189331055,0.5499006813444763,0.611311674118042,0.7853028178215027,0.0309634767472744,0.3886883556842804,0.7759235501289368,0.03984562307596207,,,
61,FARM_01,FARM_01_C062,5,H64_K2_D10,0.7571282982826233,1,0.7598589658737183,0.7563326926274969,0.6656097173690796,0.7648491263389587,0.03410765156149864,0.3343903124332428,0.7499259114265442,0.04442162066698074,,,
62,FARM_01,FARM_01_C063,5,H64_K2_D10,0.7403525114059448,1,0.7826522588729858,0.5380373470163781,0.5995902419090271,0.7865941524505615,0.03140493854880333,0.4004097580909729,0.7767494320869446,0.0395771823823452,,,
63,FARM_01,FARM_01_C064,5,H64_K2_D10,0.6944170594215393,1,0.7662588357925415,0.701424252460323,0.6487600207328796,0.7710931301116943,0.03386072814464569,0.35123997926712036,0.757329523563385,0.043271277099847794,,,
64,FARM_01,FARM_01_C065,5,H64_K2_D10,0.7703075408935547,1,0.7596834897994995,0.7668265403003025,0.6739457249641418,0.7618387937545776,0.03276754915714264,0.32605427503585815,0.7552284598350525,0.04590510204434395,,,
65,FARM_01,FARM_01_C066,5,H64_K2_D10,0.7678713202476501,1,0.7481557130813599,0.8381951577344245,0.6966093182563782,0.7521572113037109,0.035058263689279556,0.30339065194129944,0.7389681339263916,0.04724733904004097,,,
66,FARM_01,FARM_01_C067,5,H64_K2_D10,0.7499610781669617,1,0.7634216547012329,0.7280282414528221,0.6460685133934021,0.768576979637146,0.033522408455610275,0.3539314270019531,0.754011332988739,0.0433591827750206,,,
67,FARM_01,FARM_01_C068,5,H64_K2_D10,0.7398186326026917,1,0.755226194858551,0.7949945388923982,0.6820074319839478,0.7588809132575989,0.033842798322439194,0.31799259781837463,0.747387707233429,0.046437278389930725,,,
68,FARM_01,FARM_01_C069,5,H64_K2_D10,0.772707462310791,1,0.7459133863449097,0.8501633578787706,0.6881629228591919,0.7501021027565002,0.03525437042117119,0.3118370771408081,0.7366698384284973,0.0474981851875782,,,
69,FARM_01,FARM_01_C070,5,H64_K2_D10,0.7211727499961853,1,0.7651039361953735,0.7216230179191192,0.6402000784873962,0.7679323554039001,0.03243645653128624,0.35979998111724854,0.7600712776184082,0.04286549240350723,,,
70,FARM_01,FARM_01_C071,5,H64_K2_D10,0.7120040059089661,1,0.7807891368865967,0.5569224612020776,0.5852037668228149,0.7860692739486694,0.032849185168743134,0.41479629278182983,0.7733396887779236,0.0395539291203022,,,
71,FARM_01,FARM_01_C072,5,H64_K2_D10,0.762691855430603,1,0.7503798007965088,0.83181661636099,0.6985211372375488,0.7519384026527405,0.03402275592088699,0.3014788329601288,0.7467684745788574,0.04694339260458946,,,
72,FARM_01,FARM_01_C073,5,H64_K2_D10,0.7889070510864258,0,0.771217405796051,0.6608746245749013,0.648492693901062,0.7747681140899658,0.032342132180929184,0.3515072762966156,0.7646668553352356,0.042338963598012924,,,
73,FARM_01,FARM_01_C074,5,H64_K2_D10,0.7577416300773621,1,0.774280309677124,0.6375797944562223,0.6398372650146484,0.7756567001342773,0.03071647137403488,0.36016273498535156,0.7718352675437927,0.04170207679271698,,,
74,FARM_01,FARM_01_C075,5,H64_K2_D10,0.7626925706863403,1,0.7613430023193359,0.7557265329236511,0.6525425910949707,0.7645310163497925,0.03233478590846062,0.3474574089050293,0.7553558349609375,0.04330257326364517,,,
75,FARM_01,FARM_01_C076,5,H64_K2_D10,0.7654803395271301,1,0.837216317653656,0.05372160605625115,0.4510599374771118,0.8420782685279846,0.029476791620254517,0.5489400625228882,0.8332213163375854,0.032230619341135025,,,
76,FARM_01,FARM_01_C077,5,H64_K2_D10,0.7909020185470581,0,0.7948732376098633,0.3935891386054271,0.5955448150634766,0.7996724247932434,0.030099187046289444,0.40445518493652344,0.7878066897392273,0.038626376539468765,,,
77,FARM_01,FARM_01_C078,5,H64_K2_D10,0.7666624784469604,1,0.7881245613098145,0.47330214092440054,0.5988481640815735,0.7924118638038635,0.03050125017762184,0.4011518359184265,0.7817244529724121,0.039036475121974945,,,
78,FARM_01,FARM_01_C079,5,H64_K2_D10,0.7355573773384094,1,0.7911245822906494,0.43941252660008934,0.5880745053291321,0.7969894409179688,0.03168153762817383,0.4119254946708679,0.7827517986297607,0.03869510069489479,,,
79,FARM_01,FARM_01_C080,5,H64_K2_D10,0.7924855351448059,0,0.7995309829711914,0.34252485552116674,0.5684744119644165,0.8033705949783325,0.03019213303923607,0.4315256178379059,0.7944727540016174,0.0369575209915638,,,
80,FARM_02,FARM_02_C001,2,H32_K3_D10,0.75284343957901,1,0.7539898157119751,0.7844265891097151,0.9297094941139221,0.7507119178771973,0.040503326803445816,0.057635463774204254,0.8007757663726807,0.06101110577583313,0.012654964812099934,0.7817316651344299,0.10243380069732666
81,FARM_02,FARM_02_C002,2,H32_K3_D10,0.7904194593429565,0,0.7482814788818359,0.818732620595019,0.9303569197654724,0.7446908354759216,0.04081378132104874,0.05657060444355011,0.7976959943771362,0.06300262361764908,0.013072449713945389,0.7899860739707947,0.1067303717136383
82,FARM_02,FARM_02_C003,2,H32_K3_D10,0.7594194412231445,1,0.7682154178619385,0.6816730061427001,0.9356243014335632,0.7657625675201416,0.039227720350027084,0.052499063313007355,0.8045773506164551,0.06194473057985306,0.011876692064106464,0.8007134795188904,0.10338236391544342
83,FARM_02,FARM_02_C004,2,H32_K3_D10,0.7096991539001465,1,0.7833253741264343,0.5412884270633626,0.9372913837432861,0.7814005613327026,0.037168435752391815,0.05078990384936333,0.8120515942573547,0.059629157185554504,0.01191870216280222,0.8122828006744385,0.09736798703670502
84,FARM_02,FARM_02_C005,2,H32_K3_D10,0.7146564722061157,1,0.7713617086410522,0.654250424472286,0.9320471286773682,0.7688505053520203,0.039127398282289505,0.054619938135147095,0.8055303692817688,0.06078279763460159,0.013332919217646122,0.8069341778755188,0.09957464039325714
85,FARM_02,FARM_02_C006,2,H32_K3_D10,0.7705109119415283,1,0.7676748633384705,0.6769047264328503,0.9329814314842224,0.764769971370697,0.04150508716702461,0.054932743310928345,0.8113459348678589,0.05923953279852867,0.012085831724107265,0.793430507183075,0.09809739887714386
86,FARM_02,FARM_02_C007,2,H32_K3_D10,0.7646419405937195,1,0.7817987203598022,0.5573424337771884,0.9363581538200378,0.7797585129737854,0.037126366049051285,0.05184464529156685,0.8126993775367737,0.05909658968448639,0.011797175742685795,0.8079396486282349,0.09472953528165817
87,FARM_02,FARM_02_C008,2,H32_K3_D10,0.7539651989936829,1,0.7464022040367126,0.833012077943628,0.9321177005767822,0.7427905201911926,0.04022965207695961,0.05518875643610954,0.7959233522415161,0.06311311572790146,0.012693516910076141,0.7963104248046875,0.10918088257312775
88,FARM_02,FARM_02_C009,2,H32_K3_D10,0.7841048240661621,1,0.7608040571212769,0.7461294826146456,0.9350294470787048,0.7577938437461853,0.03874824196100235,0.05302289500832558,0.804478108882904,0.06227223575115204,0.011947727762162685,0.8025567531585693,0.10402225703001022
89,FARM_02,FARM_02_C010,2,H32_K3_D10,0.7519977688789368,1,0.7732720971107483,0.6420506009260594,0.9336603879928589,0.7709178924560547,0.03754144906997681,0.05364606902003288,0.80755615234375,0.06068636104464531,0.012693576514720917,0.8015367388725281,0.09779002517461777
90,FARM_02,FARM_02_C011,2,H32_K3_D10,0.8253504633903503,0,0.7829314470291138,0.5474930848923438,0.9356279373168945,0.7807561755180359,0.0365019366145134,0.05207086727023125,0.8144392967224121,0.059641096740961075,0.0123012475669384,0.815002977848053,0.09662386029958725
91,FARM_02,FARM_02_C012,2,H32_K3_D10,0.7541181445121765,1,0.7733255624771118,0.6392622497197765,0.934612512588501,0.7706857919692993,0.03829380124807358,0.05344768986105919,0.8130485415458679,0.057527199387550354,0.011939817108213902,0.8021458387374878,0.09498370438814163
92,FARM_02,FARM_02_C013,2,H32_K3_D10,0.8072376847267151,0,0.7851647734642029,0.5228383758073263,0.9371748566627502,0.7834290266036987,0.035476598888635635,0.0510018914937973,0.8112007975578308,0.060133446007966995,0.011823243461549282,0.8104366660118103,0.09609244763851166
93,FARM_02,FARM_02_C014,2,H32_K3_D10,0.8194772005081177,0,0.7646399140357971,0.7190615981255609,0.9335565567016602,0.7617670893669128,0.03798418864607811,0.053605757653713226,0.8052513599395752,0.06233188137412071,0.012837724760174751,0.8039692044258118,0.10362418740987778
94,FARM_02,FARM_02_C015,2,H32_K3_D10,0.7612167000770569,1,0.7743255496025085,0.6290517348862535,0.9342878460884094,0.771774172782898,0.03848899528384209,0.053415101021528244,0.8121448159217834,0.05817428231239319,0.012297012843191624,0.8038989901542664,0.09613318741321564
95,FARM_02,FARM_02_C016,2,H32_K3_D10,0.7822701334953308,1,0.7611978650093079,0.7377689560556798,0.9316283464431763,0.7579603791236877,0.03978550061583519,0.05497328191995621,0.8058435916900635,0.0628529042005539,0.013398359529674053,0.8031331300735474,0.10324634611606598
96,FARM_02,FARM_02_C017,2,H32_K3_D10,0.7848665714263916,1,0.7912550568580627,0.45747044469465264,0.9352755546569824,0.7895065546035767,0.03697856515645981,0.051933519542217255,0.8168929219245911,0.05744349583983421,0.012790937907993793,0.8150109648704529,0.0912550613284111
97,FARM_02,FARM_02_C018,2,H32_K3_D10,0.7726101279258728,1,0.7988086938858032,0.3734214259769008,0.9389100074768066,0.7974475026130676,0.035330165177583694,0.0493132621049881,0.8189563751220703,0.05861420929431915,0.011776682920753956,0.8229665756225586,0.09301495552062988
98,FARM_02,FARM_02_C019,2,H32_K3_D10,0.7638264894485474,1,0.7867307662963867,0.5054692923007199,0.935947060585022,0.7848010659217834,0.03711584210395813,0.05187664180994034,0.8157345652580261,0.057240527123212814,0.012176255695521832,0.8114923238754272,0.09209969639778137
99,FARM_02,FARM_02_C020,2,H32_K3_D10,0.7842011451721191,1,0.8038449287414551,0.31676528566550305,0.9387198686599731,0.8029466271400452,0.034704823046922684,0.049794405698776245,0.8187769651412964,0.056980282068252563,0.011485777795314789,0.8125170469284058,0.08841986209154129
100,FARM_02,FARM_02_C021,2,H32_K3_D10,0.7711601257324219,1,0.7851285934448242,0.5215534097879959,0.9385703802108765,0.7835574150085449,0.03626568615436554,0.050310831516981125,0.8102037906646729,0.059477876871824265,0.011118816211819649,0.8042935729026794,0.09659610688686371
101,FARM_02,FARM_02_C022,2,H32_K3_D10,0.7522383332252502,1,0.776290237903595,0.610011198660278,0.9344941973686218,0.7742950320243835,0.03804799169301987,0.05287898704409599,0.8054191470146179,0.05958772450685501,0.012626821175217628,0.8019657135009766,0.09721309691667557
102,FARM_02,FARM_02_C023,2,H32_K3_D10,0.7489117383956909,1,0.7536875605583191,0.7829727872741848,0.9309946298599243,0.7503988146781921,0.04123883694410324,0.056302838027477264,0.8002846240997314,0.0638558641076088,0.012702416628599167,0.7881942391395569,0.10677159577608109
103,FARM_02,FARM_02_C024,2,H32_K3_D10,0.750583291053772,1,0.769339919090271,0.671649207899105,0.9359745979309082,0.7669764161109924,0.03919779881834984,0.05265344679355621,0.8053757548332214,0.06190310791134834,0.011371912434697151,0.7970271706581116,0.10428627580404282
104,FARM_02,FARM_02_C025,2,H32_K3_D10,0.7911540269851685,0,0.754450798034668,0.7882847223943329,0.9334270358085632,0.7515058517456055,0.039366669952869415,0.054285407066345215,0.7974237203598022,0.06440993398427963,0.01228755246847868,0.788317084312439,0.10786639899015427
105,FARM_02,FARM_02_C026,2,H32_K3_D10,0.7415767312049866,1,0.742353618144989,0.8432331092403547,0.9312465190887451,0.738561749458313,0.04221964254975319,0.05638088285923004,0.7953712344169617,0.06567654758691788,0.012372663244605064,0.7861565947532654,0.11386514455080032
106,FARM_02,FARM_02_C027,2,H32_K3_D10,0.7596672177314758,1,0.7580159306526184,0.757557788067916,0.9311070442199707,0.754970133304596,0.040401969105005264,0.05592267960309982,0.8005658388137817,0.06291095167398453,0.01297032367438078,0.793211042881012,0.10399658977985382
107,FARM_02,FARM_02_C028,2,H32_K3_D10,0.7636904716491699,1,0.7464693784713745,0.8304786796113899,0.931460976600647,0.7430717349052429,0.04060791805386543,0.05573885515332222,0.7933040261268616,0.0647987350821495,0.012800175696611404,0.7897716164588928,0.11031018942594528
108,FARM_02,FARM_02_C029,2,H32_K3_D10,0.7549712061882019,1,0.7559128999710083,0.7766233496466538,0.9330255389213562,0.7529823780059814,0.039650678634643555,0.05440249666571617,0.797624945640564,0.06286120414733887,0.012571915984153748,0.7929055690765381,0.1054818332195282
109,FARM_02,FARM_02_C030,2,H32_K3_D10,0.7903216481208801,0,0.747075080871582,0.8193588783474716,0.9303663372993469,0.7429569959640503,0.041964296251535416,0.05625997856259346,0.8035293221473694,0.06345344334840775,0.013373701833188534,0.796064019203186,0.10718688368797302
110,FARM_02,FARM_02_C031,2,H32_K3_D10,0.7616497874259949,1,0.7906550168991089,0.46345524142039124,0.9361722469329834,0.788861870765686,0.036894336342811584,0.051841601729393005,0.8185116052627563,0.056020550429821014,0.011986130848526955,0.8102247714996338,0.08899739384651184
111,FARM_02,FARM_02_C032,2,H32_K3_D10,0.7807824015617371,1,0.7928038239479065,0.43897153926280025,0.9367863535881042,0.7911658883094788,0.0358818918466568,0.05128861963748932,0.8182215690612793,0.05580625310540199,0.011925035156309605,0.8121538758277893,0.08961004763841629
112,FARM_02,FARM_02_C033,2,H32_K3_D10,0.852318525314331,0,0.7816359996795654,0.5599086667508769,0.9364014267921448,0.7796244025230408,0.03675100952386856,0.05157526582479477,0.811299741268158,0.06057414785027504,0.012023264542222023,0.8110612630844116,0.09744774550199509
113,FARM_02,FARM_02_C034,2,H32_K3_D10,0.8483784198760986,0,0.7760451436042786,0.6119527092939853,0.9356672763824463,0.7737023234367371,0.038564834743738174,0.05233714357018471,0.8118450045585632,0.058864232152700424,0.011995582841336727,0.8025909662246704,0.09675880521535873
